cordinates,name
"24.880964,36.06822 24.879464,36.06822",N Asiant St 3300 3398
"24.87947,36.067274 24.877883,36.067293",N Artakis St 3400 3498
"24.879464,36.06642 24.87947,36.067274",N Utanfor St 2700 2798
"24.880974,36.067244 24.87947,36.067274",N Artakis St 3300 3398
"24.879564,36.06552 24.879464,36.06642",N Utanfor St 2600 2698
"24.880964,36.06642 24.879464,36.06642",N Arkadou St 3300 3398
"24.879564,36.06552 24.877938,36.065517",N Arkadiou St 3400 3498
"24.880945,36.065515 24.879564,36.06552",N Arkadiou St 3300 3398
"24.879534,36.064537 24.879564,36.06552",N Utanfor St 2500 2598
"24.880974,36.067244 24.880964,36.06822",N Mattadou St 2800 2898
"24.882664,36.06822 24.880964,36.06822",N Asiant St 3200 3298
"24.880964,36.06642 24.880974,36.067244",N Mattadou St 2700 2798
"24.880945,36.065515 24.880964,36.06642",N Mattadou St 2600 2698
"24.882566,36.066414 24.880964,36.06642",N Arkadou St 3200 3298
"24.880964,36.06452 24.880945,36.065515",N Mattadou St 2500 2598
"24.881694,36.07467 24.882075,36.074956",Exadakitiou Way
"24.882664,36.07212 24.881964,36.07202",N Bairn St 3200 3298
"24.884064,36.07202 24.882664,36.07212",N Bairn St 3100 3198
"24.882664,36.07112 24.882664,36.07212",N Evzonon St 3200 3304
"24.884064,36.07202 24.883964,36.07292",N Gounaraki St 3300 3398
"24.885564,36.07202 24.884064,36.07202",N Bairn St 2900 3098
"24.884064,36.07112 24.884064,36.07202",N Gounaraki St 3200 3298
"24.885564,36.07202 24.885464,36.07252",N Lumen St 3300 3398
"24.882564,36.07002 24.882664,36.07112",N Evzonon St 3100 3198
"24.884064,36.07112 24.882664,36.07112",N Avionos St 3100 3198
"24.882564,36.06922 24.882564,36.07002",N Evzonon St 3000 3098
"24.884164,36.06922 24.882564,36.06922",N Aveny St 3100 3198
"24.882664,36.06822 24.882564,36.06922",N Evzonon St 2900 2998
"24.884164,36.07012 24.884064,36.07112",N Gounaraki St 3100 3198
"24.884164,36.07012 24.882564,36.07002",N Averof St 3100 3198
"24.884164,36.06922 24.884164,36.07012",N Gounaraki St 3000 3098
"24.885864,36.07012 24.884164,36.07012",N Averof St 3000 3098
"24.884264,36.06822 24.884164,36.06922",N Gounaraki St 2900 2998
"24.885864,36.06912 24.884164,36.06922",N Aveny St 3000 3098
"24.882611,36.067244 24.882664,36.06822",N Evzonon St 2800 2898
"24.884264,36.06822 24.882664,36.06822",N Asiant St 3100 3198
"24.882611,36.067244 24.880974,36.067244",N Artakis St 3200 3298
"24.882566,36.066414 24.882611,36.067244",N Evzonon St 2700 2798
"24.884264,36.06722 24.882611,36.067244",N Artakis St 3100 3198
"24.882564,36.06552 24.882566,36.066414",N Evzonon St 2600 2698
"24.882564,36.06552 24.880945,36.065515",N Arkadiou St 3200 3298
"24.884232,36.065535 24.882564,36.06552",N Arkadiou St 3100 3198
"24.882537,36.064535 24.882564,36.06552",N Evzonon St 2500 2598
"24.884264,36.06722 24.884264,36.06822",N Gounaraki St 2800 2898
"24.885864,36.06822 24.884264,36.06822",N Asiant St 3000 3098
"24.884277,36.066434 24.884264,36.06722",N Gounaraki St 2700 2798
"24.885864,36.06722 24.884264,36.06722",N Artakis St 3000 3098
"24.884277,36.066434 24.882566,36.066414",N Arkadou St 3100 3198
"24.884232,36.065535 24.884277,36.066434",N Gounaraki St 2600 2698
"24.885869,36.066414 24.884277,36.066434",N Arkadou St 3000 3098
"24.885865,36.065521 24.884232,36.065535",N Arkadiou St 3000 3098
"24.884203,36.064515 24.884232,36.065535",N Gounaraki St 2500 2598
"24.885864,36.07012 24.885764,36.07062",N Lumen St 3100 3148
"24.887264,36.07012 24.885864,36.07012",N Averof St 2900 2998
"24.887364,36.069121 24.887264,36.06912",N Aveny St 2800 2898
"24.885864,36.06822 24.885864,36.06912",N Lumen St 2900 2998
"24.887364,36.069121 24.887264,36.07012",N Pluma St 3000 3116
"24.889064,36.070121 24.887264,36.07012",N Averof St 2700 2898
"24.887364,36.068221 24.887264,36.068621",N Pluma St 2900 2998
"24.885864,36.06722 24.885864,36.06822",N Lumen St 2800 2898
"24.887364,36.068221 24.885864,36.06822",N Asiant St 2900 2998
"24.885869,36.066414 24.885864,36.06722",N Lumen St 2700 2798
"24.887365,36.067221 24.885864,36.06722",N Artakis St 2300 2998
"24.885865,36.065521 24.885869,36.066414",N Lumen St 2600 2698
"24.885854,36.064575 24.885865,36.065521",N Lumen St 2500 2598
"24.888765,36.068221 24.887364,36.068221",N Asiant St 2700 2898
"24.887365,36.066421 24.885869,36.066414",N Arkadou St 2314 2998
"24.876417,36.063677 24.876364,36.06452",N Taxiarchon Ave 2400 2498
"24.876417,36.063677 24.874764,36.06362",N Antoniadou St 3600 3698
"24.876424,36.062752 24.876417,36.063677",N Taxiarchon Ave 2200 2398
"24.876424,36.062752 24.874674,36.062864",N Anntigonou St 3600 3698
"24.876356,36.061991 24.876424,36.062752",N Taxiarchon Ave 2100 2198
"24.877725,36.063626 24.877764,36.06452",N Profitou Ilia Ave 2400 2498
"24.877764,36.06272 24.877725,36.063626",N Profitou Ilia Ave 2200 2398
"24.8795,36.063605 24.877725,36.063626",N Antoniadou St 3400 3498
"24.877664,36.06202 24.877764,36.06272",N Profitou Ilia Ave 2100 2198
"24.879464,36.06272 24.877764,36.06272",N Anntigonou St 3400 3498
"24.877564,36.06122 24.877664,36.06202",N Profitou Ilia Ave 1900 2098
"24.879264,36.06202 24.877664,36.06202",N Androutsou St 3400 3498
"24.876164,36.06122 24.876356,36.061991",N Taxiarchon Ave 1900 2098
"24.876164,36.06032 24.876164,36.06122",N Taxiarchon Ave 1800 1898
"24.876164,36.05942 24.876164,36.06032",N Taxiarchon Ave 1600 1798
"24.876164,36.05852 24.876164,36.05942",N Taxiarchon Ave 1522 1598
"24.877564,36.06032 24.877564,36.06122",N Profitou Ilia Ave 1800 1898
"24.879264,36.06122 24.877564,36.06122",N Amfitris St 3400 3498
"24.879264,36.06032 24.877564,36.06032",N Alm St 3400 3498
"24.879534,36.064537 24.877764,36.06452",N Arbete St 3400 3498
"24.8795,36.063605 24.879534,36.064537",N Utanfor St 2400 2498
"24.880964,36.06452 24.879534,36.064537",N Arbete St 3300 3398
"24.879464,36.06272 24.8795,36.063605",N Utanfor St 2200 2398
"24.880964,36.06362 24.8795,36.063605",N Antoniadou St 3300 3398
"24.879264,36.06202 24.879464,36.06272",N Utanfor St 2100 2198
"24.880964,36.06272 24.879464,36.06272",N Anntigonou St 3300 3398
"24.880964,36.06202 24.879264,36.06202",N Androutsou St 3300 3398
"24.879264,36.06122 24.879264,36.06202",N Utanfor St 1900 2098
"24.880964,36.06362 24.880964,36.06452",N Mattadou St 2400 2498
"24.880964,36.06272 24.880964,36.06362",N Mattadou St 2200 2398
"24.882564,36.06362 24.880964,36.06362",N Antoniadou St 3200 3298
"24.880964,36.06202 24.880964,36.06272",N Mattadou St 2100 2198
"24.881564,36.06272 24.880964,36.06272",N Anntigonou St 3200 3298
"24.880864,36.06152 24.880964,36.06202",N Mattadou St 2000 2098
"24.879264,36.06032 24.879264,36.06122",N Utanfor St 1800 1898
"24.880764,36.06122 24.879264,36.06122",N Amfitris St 3300 3398
"24.880765,36.06032 24.879264,36.06032",N Alm St 3300 3398
"24.880726,36.060688 24.880764,36.06122",N Mattadou St 1844 1898
"24.880764,36.06122 24.880864,36.06152",N Mattadou St 1900 1998
"24.882489,36.061526 24.880864,36.06152",N Amisou St 3200 3298
"24.880765,36.06032 24.880726,36.060688",N Mattadou St 1800 1842
"24.882465,36.06062 24.880726,36.060688",N Amfitris St 3200 3298
"24.880865,36.05992 24.880765,36.06032",N Mattadou St 1290 1798
"24.880865,36.05942 24.880865,36.05992",N Mattadou St 1278 1288
"24.882426,36.059948 24.880865,36.05992",N Alfiou St 3200 3298
"24.880865,36.05852 24.880865,36.05942",N Mattadou St 1256 1276
"24.876149,36.057517 24.876164,36.05852",N Taxiarchon Ave 1400 1498
"24.876164,36.05662 24.876149,36.057517",N Taxiarchon Ave 1300 1398
"24.87616,36.055704 24.876164,36.05662",N Taxiarchon Ave 1200 1298
"24.876165,36.05472 24.87616,36.055704",N Taxiarchon Ave 1100 1198
"24.876165,36.05382 24.876165,36.05472",N Taxiarchon Ave 1000 1098
"24.875912,36.053025 24.876165,36.05382",
"24.875165,36.05282 24.875912,36.053025",N Ermou St 3649 3601
"24.875912,36.053025 24.876465,36.05282",N Ermou St 3599 3501
"24.876565,36.05192 24.876465,36.05282",N Taxiarchon Ave 800 898
"24.878065,36.05192 24.878065,36.05242",N Profitou Ilia Ave 800 898
"24.879565,36.05272 24.878765,36.05282",N Ermou St 3400 3448
"24.880765,36.05752 24.880865,36.05852",N Mattadou St 1234 1254
"24.882465,36.05852 24.880865,36.05852",N Alamanas St 3200 3298
"24.880765,36.05662 24.880765,36.05752",N Mattadou St 1216 1232
"24.880865,36.05482 24.880765,36.05662",N Mattadou St 1100 1214
"24.882465,36.056621 24.880765,36.05662",N Agiasou St 3200 3298
"24.882465,36.055721 24.881665,36.05572",N Agentes St 3200 3298
"24.880765,36.052721 24.879565,36.05272",N Ermou St 3314 3398
"24.879565,36.05192 24.879565,36.05272",N Utanfor St 800 898
"24.880865,36.05382 24.880865,36.05482",N Mattadou St 1000 1098
"24.882465,36.054721 24.880865,36.05482",N Achilleos St 3200 3298
"24.880765,36.052721 24.880865,36.05382",N Mattadou St 900 998
"24.881765,36.053821 24.880865,36.05382",N Acera St 3200 3298
"24.881165,36.052721 24.880765,36.052721",N Ermou St 3300 3312
"24.880965,36.051921 24.881165,36.052721",N Mattadou St 800 898
"24.882537,36.064535 24.880964,36.06452",N Arbete St 3200 3298
"24.882564,36.06362 24.882537,36.064535",N Evzonon St 2400 2498
"24.884203,36.064515 24.882537,36.064535",N Arbete St 3100 3198
"24.88257,36.06283 24.882564,36.06362",N Evzonon St 2250 2398
"24.884165,36.06362 24.882564,36.06362",N Antoniadou St 3100 3198
"24.882565,36.06222 24.88257,36.06283",N Evzonon St 2100 2248
"24.884165,36.06282 24.88257,36.06283",N Anntigonou St 3100 3198
"24.882565,36.06222 24.880964,36.06202",N Androutsou St 3200 3298
"24.884097,36.062197 24.882565,36.06222",N Androutsou St 3100 3198
"24.882489,36.061526 24.882565,36.06222",N Evzonon St 2000 2098
"24.884165,36.06362 24.884203,36.064515",N Gounaraki St 2400 2498
"24.885854,36.064575 24.884203,36.064515",N Arbete St 3000 3098
"24.884165,36.06282 24.884165,36.06362",N Gounaraki St 2200 2398
"24.885865,36.063621 24.884165,36.06362",N Antoniadou St 3000 3098
"24.884097,36.062197 24.884165,36.06282",N Gounaraki St 2100 2198
"24.885865,36.062821 24.884165,36.06282",N Anntigonou St 3000 3098
"24.883965,36.06152 24.884097,36.062197",N Gounaraki St 2000 2098
"24.882465,36.06062 24.882489,36.061526",N Evzonon St 1900 1998
"24.883965,36.06152 24.882489,36.061526",N Amisou St 3100 3198
"24.882426,36.059948 24.882465,36.06062",N Evzonon St 1700 1898
"24.882465,36.05942 24.882426,36.059948",N Evzonon St 1600 1698
"24.883965,36.059421 24.882465,36.05942",N Alexandrias St 3100 3198
"24.882465,36.05852 24.882465,36.05942",N Evzonon St 1500 1598
"24.883965,36.060721 24.883965,36.06152",N Gounaraki St 1900 1998
"24.885565,36.061521 24.883965,36.06152",N Amisou St 3000 3098
"24.883965,36.060721 24.882465,36.06062",N Amfitris St 3100 3198
"24.883965,36.060021 24.883965,36.060721",N Gounaraki St 1700 1898
"24.885565,36.060721 24.883965,36.060721",N Amfitris St 3000 3098
"24.883965,36.060021 24.882426,36.059948",N Alfiou St 3100 3198
"24.883965,36.059421 24.883965,36.060021",N Gounaraki St 1600 1698
"24.884865,36.059921 24.883965,36.060021",N Alfiou St 3000 3098
"24.884865,36.059421 24.883965,36.059421",N Alexandrias St 3000 3098
"24.883965,36.058521 24.883965,36.059421",N Gounaraki St 1500 1598
"24.885865,36.063621 24.885854,36.064575",N Lumen St 2400 2498
"24.885865,36.062821 24.885865,36.063621",N Lumen St 2200 2398
"24.886965,36.063621 24.885865,36.063621",N Antoniadou St 2900 2998
"24.88566,36.062154 24.885865,36.062821",N Lumen St 2100 2198
"24.886864,36.062812 24.885865,36.062821",N Anntigonou St 2900 2998
"24.88566,36.062154 24.884097,36.062197",N Androutsou St 3000 3098
"24.886873,36.06213 24.88566,36.062154",N Androutsou St 2900 2998
"24.885565,36.061521 24.88566,36.062154",N Lumen St 2000 2098
"24.886865,36.064621 24.885854,36.064575",N Arbete St 2900 2998
"24.886965,36.063921 24.886865,36.064621",Redestou St 2427 2499
"24.887565,36.064521 24.886965,36.063921",N Redestou St 2 98
"24.886965,36.063621 24.886965,36.063921",Redestou St 2401 2425
"24.887465,36.063521 24.886965,36.063621",N Antoniadou St 2700 2898
"24.886864,36.062812 24.886865,36.063121",N Pluma St 2200 2298
"24.887665,36.063121 24.886865,36.063121",N Zefirou Ave 2800 2898
"24.887665,36.063121 24.887465,36.063521",N Fewnol St 2300 2428
"24.886873,36.06213 24.886864,36.062812",N Pluma St 2100 2198
"24.887665,36.062121 24.886873,36.06213",N Androutsou St 2800 2898
"24.886865,36.061521 24.886873,36.06213",N Pluma St 2000 2098
"24.887665,36.062121 24.887665,36.063121",N Fewnol St 2100 2298
"24.890065,36.063121 24.888665,36.063121",N Zefirou Ave 2600 2702
"24.887465,36.061121 24.887665,36.062121",N Fewnol St 1900 2098
"24.888765,36.062121 24.887665,36.062121",N Androutsou St 2700 2798
"24.885565,36.060721 24.885565,36.061521",N Lumen St 1900 1998
"24.886865,36.061521 24.885565,36.061521",N Amisou St 2900 2998
"24.885465,36.058421 24.885365,36.059321",N Lumen St 1500 1598
"24.886865,36.058421 24.886765,36.059221",N Pluma St 1500 1598
"24.886965,36.061021 24.886865,36.061521",N Pluma St 1900 1998
"24.886965,36.061021 24.885565,36.060721",N Amfitris St 2900 2998
"24.887465,36.061121 24.886965,36.061021",N Amfitris St 2800 2898
"24.888665,36.061121 24.887465,36.061121",N Amfitris St 2700 2798
"24.886865,36.059721 24.886865,36.059921",N Pluma St 1700 1704
"24.886765,36.059221 24.886865,36.059721",N Pluma St 1600 1698
"24.887465,36.059721 24.886865,36.059721",N Alfiou St 2800 2898
"24.887465,36.058421 24.887465,36.059721",N Fewnol St 1500 1698
"24.888665,36.059721 24.887465,36.059721",N Alfiou St 2700 2798
"24.882365,36.05752 24.882465,36.05852",N Evzonon St 1400 1498
"24.883965,36.058521 24.882465,36.05852",N Alamanas St 3100 3198
"24.882465,36.056621 24.882365,36.05752",N Evzonon St 1300 1398
"24.883965,36.057521 24.882365,36.05752",N Agisilaou St 3100 3298
"24.882465,36.055721 24.882465,36.056621",N Evzonon St 1200 1298
"24.883965,36.056621 24.882465,36.056621",N Agiasou St 3100 3198
"24.883965,36.055721 24.882465,36.055721",N Agentes St 3100 3198
"24.882465,36.054721 24.882465,36.055721",N Evzonon St 1100 1198
"24.883965,36.057521 24.883965,36.058521",N Gounaraki St 1400 1498
"24.885465,36.058421 24.883965,36.058521",N Alamanas St 3000 3098
"24.883965,36.056621 24.883965,36.057521",N Gounaraki St 1300 1398
"24.885465,36.057521 24.883965,36.057521",N Agisilaou St 3000 3098
"24.883965,36.055721 24.883965,36.056621",N Gounaraki St 1200 1298
"24.885465,36.056621 24.883965,36.056621",N Agiasou St 3000 3098
"24.883965,36.054721 24.883965,36.055721",N Gounaraki St 1100 1198
"24.885465,36.055621 24.883965,36.055721",N Agentes St 3000 3098
"24.882465,36.052821 24.882465,36.053821",N Evzonon St 900 932
"24.883965,36.054721 24.882465,36.054721",N Achilleos St 3100 3198
"24.882465,36.052821 24.881165,36.052721",N Ermou St 3200 3298
"24.883965,36.052721 24.882465,36.052821",N Ermou St 3100 3198
"24.882465,36.051921 24.882465,36.052821",N Evzonon St 800 898
"24.883965,36.053721 24.883965,36.054721",N Gounaraki St 1000 1098
"24.885465,36.054721 24.883965,36.054721",N Achilleos St 3000 3098
"24.883965,36.052721 24.883965,36.053721",N Gounaraki St 900 998
"24.885465,36.053721 24.883965,36.053721",N Acera St 3000 3098
"24.885365,36.052721 24.883965,36.052721",N Ermou St 3000 3098
"24.883965,36.051921 24.883965,36.052721",N Gounaraki St 800 898
"24.885465,36.057521 24.885465,36.058421",N Lumen St 1400 1498
"24.886865,36.058421 24.885465,36.058421",N Alamanas St 2900 2998
"24.885465,36.056621 24.885465,36.057521",N Lumen St 1300 1398
"24.886865,36.057521 24.885465,36.057521",N Agisilaou St 2900 2998
"24.885465,36.055621 24.885465,36.056621",N Lumen St 1200 1298
"24.886865,36.056621 24.885465,36.056621",N Agiasou St 2900 2998
"24.885465,36.054721 24.885465,36.055621",N Lumen St 1100 1198
"24.886842,36.055547 24.885465,36.055621",N Agentes St 2900 2998
"24.887465,36.058421 24.886865,36.058421",N Alamanas St 2800 2898
"24.886865,36.057521 24.886865,36.058421",N Pluma St 1400 1498
"24.887465,36.057121 24.887465,36.058421",N Fewnol St 1400 1498
"24.886865,36.057121 24.886865,36.057521",N Pluma St
"24.886865,36.056621 24.886865,36.057121",N Pluma St 1300 1398
"24.887465,36.057121 24.886865,36.057121",N Agisilaou St 2800 2898
"24.886865,36.055921 24.886865,36.056621",N Pluma St 1212 1298
"24.887465,36.055921 24.887465,36.057121",N Fewnol St 1200 1398
"24.888665,36.057121 24.887465,36.057121",N Agisilaou St 2700 2798
"24.887465,36.055921 24.886865,36.055921",N Agentes St 2800 2898
"24.886842,36.055547 24.886865,36.055921",N Pluma St 1200 1210
"24.887476,36.054636 24.887465,36.055921",N Fewnol St 1100 1198
"24.888665,36.055921 24.887465,36.055921",N Agentes St 2700 2798
"24.886765,36.054621 24.885465,36.054721",N Achilleos St 2900 2998
"24.885465,36.053721 24.885465,36.054721",N Lumen St 1000 1098
"24.88676,36.05373 24.886765,36.054621",N Pluma St 1000 1098
"24.885365,36.052721 24.885465,36.053721",N Lumen St 900 998
"24.88676,36.05373 24.885465,36.053721",N Acera St 2900 2998
"24.886565,36.052721 24.885365,36.052721",N Ermou St 2900 2998
"24.885465,36.051921 24.885365,36.052721",N Lumen St 800 898
"24.887465,36.053321 24.886765,36.053321",N Acera St 2800 2898
"24.886686,36.052821 24.88672,36.052857 24.886757,36.052926 24.886765,36.053321",N Pluma St 900 958
"24.886686,36.052821 24.886608,36.052778 24.886565,36.052721",N Ermou St
"24.886565,36.052021 24.886565,36.052721",N Pluma St 822 898
"24.886765,36.054621 24.886842,36.055547",N Pluma St 1100 1198
"24.887476,36.054636 24.886765,36.054621",N Achilleos St 2800 2898
"24.887465,36.053321 24.887476,36.054636",N Fewnol St 1000 1098
"24.888606,36.054636 24.887476,36.054636",N Achilleos St 2700 2798
"24.886765,36.053321 24.88676,36.05373",N Pluma St 960 998
"24.887465,36.052021 24.887465,36.053321",N Fewnol St 800 998
"24.888665,36.053321 24.887465,36.053321",N Acera St 2700 2798
"24.834606,36.045457 24.834606,36.046525 24.835563,36.046536",
"24.837245,36.04622 24.837627,36.046174",
"24.837245,36.04622 24.837184,36.045465",
"24.837627,36.046174 24.837764,36.04662",S Wenna St 1014 1000
"24.839164,36.04662 24.837764,36.04662",S Acera St 6300 6398
"24.837642,36.045503 24.837627,36.046174",S Wenna St 1024 1016
"24.837184,36.045465 24.837261,36.045106 24.835964,36.045075",
"24.837184,36.045465 24.837642,36.045503",
"24.844264,36.05032 24.844036,36.052201",N Pilau St 600 852
"24.845664,36.05032 24.844264,36.05032",Egeou Ave 5800 5898
"24.844264,36.05032 24.844364,36.04682",S Pilau St 601 999
"24.847064,36.05032 24.845664,36.05032",Egeou Ave 5700 5798
"24.845164,36.04672 24.844364,36.04682",S Acera St 5800 5898
"24.844364,36.04682",S Pilau St 1001 1199
"24.846981,36.047212 24.846141,36.048921 24.845664,36.05032",Skaldis
"24.845664,36.04612",S Zagoriou St 1101 1199
"24.846858,36.049127 24.847064,36.05032",
"24.849964,36.05022 24.848664,36.05032 24.848567,36.05032",Egeou Ave 5500 5598
"24.848354,36.049127 24.848567,36.05032",S Yonille St 748 600
"24.849949,36.049133 24.849964,36.05022",S Scarkeme St 798 600
"24.855264,36.05022 24.849964,36.05022",Egeou Ave 5100 5498
"24.848354,36.049127 24.847472,36.049127",S Els St
"24.846981,36.047212 24.846849,36.047982",
"24.841263,36.07212 24.841563,36.07262",N Gerantoni St 3200 3298
"24.84988,36.048608 24.849949,36.049133",S Scarkeme St 812 800
"24.849898,36.048106 24.84988,36.048608",S Scarkeme St 898 814
"24.84989,36.04782 24.849898,36.048106",S Scarkeme St 906 900
"24.84989,36.04782 24.849964,36.04702",S Scarkeme St 901 999
"24.851764,36.04782 24.84989,36.04782",S Ermou St 5400 5498
"24.848369,36.047227 24.849964,36.04702",S Acera St 5517 5501
"24.848583,36.045915 24.848369,36.047227",S Yonille St 998 908
"24.849964,36.04702 24.849964,36.04672 24.849964,36.04592",S Scarkeme St 1001 1099
"24.851764,36.04702 24.849964,36.04702",S Acera St 5400 5498
"24.846981,36.047212 24.848351,36.045705",Skaldis  1191 1175
"24.851764,36.04592 24.849964,36.04592",S Achilleos St 5400 5498
"24.851764,36.04782 24.851764,36.04702",S Finiatur St 901 999
"24.853364,36.04782 24.851764,36.04782",S Ermou St 5200 5398
"24.84988,36.048608 24.851792,36.048628",S Els St 5499 5401
"24.853384,36.048609 24.855264,36.04862",S Els St
"24.853364,36.04702 24.851764,36.04702",S Acera St 5200 5398
"24.851764,36.04702 24.851764,36.04592",S Finiatur St 1001 1099
"24.855364,36.05102 24.855364,36.05192",N Parla St 700 844
"24.856464,36.05192 24.855364,36.05192",N Els St 5000 5098
"24.855264,36.05022 24.855364,36.05102",N Parla St 600 698
"24.856564,36.05102 24.855364,36.05102",N Eleftherias St 5000 5098
"24.855265,36.049448 24.855264,36.05022",S Parla St 698 600
"24.856464,36.05022 24.855264,36.05022",Egeou Ave 5000 5098
"24.855264,36.04862 24.855265,36.049448",S Parla St 798 700
"24.853364,36.04782 24.853364,36.04702",S Tolleniau St 901 999
"24.855264,36.04782 24.853364,36.04782",S Ermou St 5100 5198
"24.855264,36.04702 24.853364,36.04702",S Acera St 5100 5198
"24.853364,36.04702 24.853364,36.04592",S Tolleniau St 1001 1099
"24.855264,36.04862 24.855264,36.04782",S Parla St 807 899
"24.855264,36.04782 24.855264,36.04702",S Parla St 901 999
"24.855264,36.04702 24.855264,36.04592",S Parla St 1001 1099
"24.853364,36.04592 24.851764,36.04592",S Achilleos St 5200 5398
"24.853364,36.04592",S Tolleniau St 1101 1199
"24.855264,36.04592 24.855264,36.04502",S Parla St 1101 1199
"24.855264,36.04502",S Agentes St
"24.855264,36.04502",S Agentes St 5000 5198
"24.856564,36.05102 24.856464,36.05192",N Limnou St 700 798
"24.859464,36.05192 24.856464,36.05192",N Els St 4800 4998
"24.856464,36.05022 24.856564,36.05102",N Limnou St 600 698
"24.859464,36.05102 24.856564,36.05102",N Eleftherias St 4800 4998
"24.856464,36.05022 24.856464,36.04932",S Limnou St 601 699
"24.859464,36.05022 24.856464,36.05022",Egeou Ave 4800 4998
"24.859464,36.04932 24.85938,36.04932",S Eleftherias St 4552 4798
"24.856464,36.04932",S Limnou St 701 1271
"24.859464,36.05102 24.859464,36.05192",N Omirou St 700 798
"24.861064,36.05192 24.859464,36.05192",N Els St 4600 4798
"24.859464,36.05022 24.859464,36.05102",N Omirou St 600 698
"24.861064,36.05102 24.859464,36.05102",N Eleftherias St 4600 4798
"24.861164,36.05022 24.859464,36.05022",Egeou Ave 4600 4798
"24.862364,36.04932 24.859464,36.04932",S Eleftherias St 4500 4550
"24.859464,36.04742 24.859479,36.047807",S Omirou St 910 700
"24.862364,36.04742 24.859464,36.04742",S Ermou St 4500 4798
"24.862364,36.04662 24.859464,36.04662",S Acera St 4500 4798
"24.859464,36.04662 24.859564,36.04582",S Omirou St 1001 1099
"24.861064,36.05102 24.861064,36.05192",N Hacia St 700 798
"24.864164,36.05192 24.862464,36.05192",N Els St 4400 4428
"24.861164,36.05022 24.861064,36.05102",N Hacia St 600 698
"24.862464,36.05022 24.861164,36.05022",Egeou Ave 4500 4598
"24.862364,36.05112 24.861064,36.05102",N Eleftherias St 4500 4598
"24.862464,36.05022 24.862364,36.05112",N Thessalias St 600 698
"24.864164,36.05112 24.862364,36.05112",N Eleftherias St 4400 4498
"24.862464,36.05022 24.862364,36.04932",S Thessalias St 601 699
"24.864156,36.050143 24.862464,36.05022",Egeou Ave 4400 4498
"24.862364,36.04932 24.862364,36.04822",S Thessalias St 701 799
"24.864164,36.04922 24.862364,36.04932",S Eleftherias St 4400 4498
"24.862364,36.04822 24.860764,36.04832",S Els St 4500 4798
"24.862364,36.04822 24.862364,36.04742",S Thessalias St 801 899
"24.864164,36.04822 24.862364,36.04822",S Els St 4400 4498
"24.862364,36.04742 24.862364,36.04662",S Thessalias St 901 999
"24.864164,36.04742 24.862364,36.04742",S Ermou St 4400 4498
"24.862364,36.04662 24.862264,36.04582",S Thessalias St 1001 1099
"24.864264,36.04662 24.862364,36.04662",S Acera St 4400 4498
"24.859564,36.04582",S Omirou St 1101 1199
"24.862264,36.04582 24.859564,36.04582",S Achilleos St 4500 4798
"24.862264,36.04582",S Thessalias St 1101 1199
"24.864264,36.04582 24.862264,36.04582",S Achilleos St 4400 4498
"24.864164,36.05112 24.864164,36.05192",N Spetson St 700 798
"24.865964,36.05192 24.864164,36.05192",N Els St 4300 4398
"24.864156,36.050143 24.864164,36.05112",N Spetson St 600 698
"24.865964,36.05112 24.864164,36.05112",N Eleftherias St 4300 4398
"24.864156,36.050143 24.864164,36.04922",S Spetson St 601 701
"24.865964,36.05012 24.864156,36.050143",Egeou Ave 4300 4398
"24.864164,36.04922 24.864164,36.04822",S Spetson St 703 799
"24.865964,36.05112 24.865964,36.05192",N Nia Ave 700 798
"24.865964,36.05012 24.865964,36.05112",N Nia Ave 600 698
"24.868664,36.05112 24.865964,36.05112",N Eleftherias St 4100 4298
"24.865964,36.05012 24.865982,36.049257",S Nia Ave 601 699
"24.868764,36.05012 24.865964,36.05012",Egeou Ave 4100 4298
"24.865982,36.049257 24.864164,36.04922",S Eleftherias St 4300 4398
"24.865982,36.049257 24.865964,36.04822",S Nia Ave 701 799
"24.867264,36.04922 24.865982,36.049257",S Eleftherias St 4200 4298
"24.864164,36.04822 24.864164,36.04742",S Spetson St 801 899
"24.865964,36.04822 24.864164,36.04822",S Els St 4300 4398
"24.864164,36.04742 24.864264,36.04662",S Spetson St 901 999
"24.865764,36.04662 24.864264,36.04662",S Acera St 4300 4398
"24.864264,36.04662 24.864264,36.04582",S Spetson St 1001 1099
"24.865964,36.04822 24.865964,36.04752",S Nia Ave 801 899
"24.865964,36.04752 24.864164,36.04742",S Ermou St 4300 4398
"24.868664,36.04922 24.867264,36.04922",S Eleftherias St 4100 4198
"24.867264,36.04922 24.867265,36.047505",S Tavla St 701 799
"24.868764,36.05012 24.868664,36.05112",N Oddisseos St 600 698
"24.869864,36.05112 24.868664,36.05112",N Eleftherias St 4000 4098
"24.868764,36.05012 24.868664,36.04922",S Oddisseos St 601 699
"24.869916,36.05015 24.868764,36.05012",Egeou Ave 4000 4098
"24.86842,36.047441 24.868664,36.04922",S Oddisseos St 898 700
"24.869865,36.04922 24.868664,36.04922",S Eleftherias St 4000 4098
"24.866665,36.04702 24.866565,36.04572",S Tavla St 1001 1099
"24.867865,36.04642 24.867965,36.04562",S Ploutarchou St 1001 1099
"24.868665,36.04642 24.86842,36.047441",S Oddisseos St
"24.868665,36.04642 24.868565,36.04562",S Oddisseos St 1003 1099
"24.864264,36.04582 24.864422,36.045346",S Spetson St 1101 1151
